Idx, GeneAnnotation, GeneScore/KmerSNPsHits/KmersHitsOnGene/KmersHitsOnAllGenes/KmersTotal,...
@>1$errorrate$0.0,?,?/?/?/?/?
@>2$errorrate$0.005,?,?/?/?/?/?
@>3$errorrate$0.1,?,?/?/?/?/?
@>4$errorrate$0.01,?,?/?/?/?/?
@>5$errorrate$0.0,?,?/?/?/?/?
@>6$errorrate$0.005,?,?/?/?/?/?
@>7$errorrate$0.025,?,?/?/?/?/?
@>8$errorrate$0.15,?,?/?/?/?/?
@>9$errorrate$0.005,?,?/?/?/?/?
@>10$errorrate$0.1,?,?/?/?/?/?
@>11$errorrate$0.0,?,?/?/?/?/?
@>12$errorrate$0.01,?,?/?/?/?/?
@>13$errorrate$0.025,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>15$errorrate$0.005,?,?/?/?/?/?
@>16$errorrate$0.005,?,?/?/?/?/?
@>17$errorrate$0.0,?,?/?/?/?/?
@>18$errorrate$0.025,?,?/?/?/?/?
@>19$errorrate$0.1,?,?/?/?/?/?
@>20$errorrate$0.005,?,?/?/?/?/?
@>21$errorrate$0.025,?,?/?/?/?/?
@>22$errorrate$0.15,?,?/?/?/?/?
@>23$errorrate$0.0,?,?/?/?/?/?
@>24$errorrate$0.01,?,?/?/?/?/?
@>25$errorrate$0.025,?,?/?/?/?/?
@>26$2pointsRearrangement$NA,?,?/?/?/?/?
@>27$2pointsRearrangement$NA,?,?/?/?/?/?
@>28$errorrate$0.1,?,?/?/?/?/?
@>29$errorrate$0.15,?,?/?/?/?/?
@>30$errorrate$0.1,?,?/?/?/?/?
@>31$errorrate$0.05,?,?/?/?/?/?
@>32$errorrate$0.15,?,?/?/?/?/?
@>33$errorrate$0.025,?,?/?/?/?/?
@>34$errorrate$0.01,?,?/?/?/?/?
@>35$errorrate$0.1,?,?/?/?/?/?
@>36$errorrate$0.1,?,?/?/?/?/?
@>37$errorrate$0.005,?,?/?/?/?/?
@>38$errorrate$0.0,?,?/?/?/?/?
@>39$errorrate$0.05,?,?/?/?/?/?
@>40$errorrate$0.025,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>42$errorrate$0.15,?,?/?/?/?/?
@>43$errorrate$0.0,?,?/?/?/?/?
@>44$errorrate$0.005,?,?/?/?/?/?
@>45$errorrate$0.025,?,?/?/?/?/?
@>46$2pointsRearrangement$NA,?,?/?/?/?/?
@>47$errorrate$0.0,?,?/?/?/?/?
@>48$errorrate$0.005,?,?/?/?/?/?
@>49$errorrate$0.025,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>51$errorrate$0.1,?,?/?/?/?/?
@>52$errorrate$0.05,?,?/?/?/?/?
@>53$errorrate$0.15,?,?/?/?/?/?
@>54$2pointsRearrangement$NA,?,?/?/?/?/?
@>55$errorrate$0.15,?,?/?/?/?/?
@>56$errorrate$0.15,?,?/?/?/?/?
@>57$errorrate$0.05,?,?/?/?/?/?
@>58$errorrate$0.005,?,?/?/?/?/?
@>59$errorrate$0.025,?,?/?/?/?/?
@>60$errorrate$0.05,?,?/?/?/?/?
@>61$errorrate$0.005,?,?/?/?/?/?
@>62$errorrate$0.025,?,?/?/?/?/?
@>63$errorrate$0.01,?,?/?/?/?/?
@>64$errorrate$0.15,?,?/?/?/?/?
@>65$errorrate$0.15,?,?/?/?/?/?
@>66$errorrate$0.025,?,?/?/?/?/?
@>67$errorrate$0.0,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>69$errorrate$0.01,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>71$errorrate$0.025,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>73$errorrate$0.0,?,?/?/?/?/?
@>74$errorrate$0.15,?,?/?/?/?/?
@>75$errorrate$0.005,?,?/?/?/?/?
@>76$errorrate$0.0,?,?/?/?/?/?
@>77$errorrate$0.0,?,?/?/?/?/?
@>78$errorrate$0.15,?,?/?/?/?/?
@>79$errorrate$0.05,?,?/?/?/?/?
@>80$errorrate$0.1,?,?/?/?/?/?
@>81$errorrate$0.01,?,?/?/?/?/?
@>82$errorrate$0.1,?,?/?/?/?/?
@>83$errorrate$0.0,?,?/?/?/?/?
@>84$errorrate$0.01,?,?/?/?/?/?
@>85$errorrate$0.0,?,?/?/?/?/?
@>86$errorrate$0.005,?,?/?/?/?/?
@>87$2pointsRearrangement$NA,?,?/?/?/?/?
@>89$errorrate$0.025,?,?/?/?/?/?
@>90$2pointsRearrangement$NA,?,?/?/?/?/?
@>91$errorrate$0.05,?,?/?/?/?/?
@>92$errorrate$0.025,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>94$errorrate$0.0,?,?/?/?/?/?
@>95$errorrate$0.15,?,?/?/?/?/?
@>97$errorrate$0.01,?,?/?/?/?/?
@>98$errorrate$0.025,?,?/?/?/?/?
@>99$errorrate$0.025,?,?/?/?/?/?
@>100$errorrate$0.025,?,?/?/?/?/?
@>101$errorrate$0.01,?,?/?/?/?/?
@>105$errorrate$0.01,?,?/?/?/?/?
@>106$errorrate$0.01,?,?/?/?/?/?
@>107$errorrate$0.025,?,?/?/?/?/?
@>108$errorrate$0.15,?,?/?/?/?/?
@>109$errorrate$0.0,?,?/?/?/?/?
@>110$errorrate$0.01,?,?/?/?/?/?
@>111$errorrate$0.05,?,?/?/?/?/?
@>112$errorrate$0.15,?,?/?/?/?/?
@>113$errorrate$0.1,?,?/?/?/?/?
@>114$errorrate$0.1,?,?/?/?/?/?
@>115$errorrate$0.0,?,?/?/?/?/?
@>116$errorrate$0.005,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>119$errorrate$0.005,?,?/?/?/?/?
@>120$errorrate$0.005,?,?/?/?/?/?
@>121$errorrate$0.1,?,?/?/?/?/?
@>122$errorrate$0.0,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>124$errorrate$0.05,?,?/?/?/?/?
@>125$errorrate$0.005,?,?/?/?/?/?
@>127$errorrate$0.0,?,?/?/?/?/?
@>129$errorrate$0.1,?,?/?/?/?/?
@>131$errorrate$0.15,?,?/?/?/?/?
@>132$errorrate$0.005,?,?/?/?/?/?
@>133$errorrate$0.1,?,?/?/?/?/?
@>134$errorrate$0.025,?,?/?/?/?/?
@>135$errorrate$0.01,?,?/?/?/?/?
@>136$errorrate$0.1,?,?/?/?/?/?
@>137$errorrate$0.1,?,?/?/?/?/?
@>138$errorrate$0.0,?,?/?/?/?/?
@>139$errorrate$0.15,?,?/?/?/?/?
@>140$2pointsRearrangement$NA,?,?/?/?/?/?
@>141$errorrate$0.15,?,?/?/?/?/?
@>143$errorrate$0.15,?,?/?/?/?/?
@>144$errorrate$0.05,?,?/?/?/?/?
@>145$errorrate$0.0,?,?/?/?/?/?
@>146$errorrate$0.025,?,?/?/?/?/?
@>147$errorrate$0.01,?,?/?/?/?/?
@>148$errorrate$0.01,?,?/?/?/?/?
@>149$errorrate$0.1,?,?/?/?/?/?
@>150$errorrate$0.01,?,?/?/?/?/?
@>151$errorrate$0.1,?,?/?/?/?/?
@>152$errorrate$0.005,?,?/?/?/?/?
@>153$errorrate$0.01,?,?/?/?/?/?
@>154$errorrate$0.05,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>156$errorrate$0.025,?,?/?/?/?/?
@>157$errorrate$0.025,?,?/?/?/?/?
@>158$errorrate$0.0,?,?/?/?/?/?
@>159$errorrate$0.05,?,?/?/?/?/?
@>160$errorrate$0.05,?,?/?/?/?/?
@>161$errorrate$0.005,?,?/?/?/?/?
@>162$errorrate$0.1,?,?/?/?/?/?
@>163$errorrate$0.01,?,?/?/?/?/?
@>164$errorrate$0.005,?,?/?/?/?/?
@>165$errorrate$0.005,?,?/?/?/?/?
@>166$errorrate$0.0,?,?/?/?/?/?
@>167$errorrate$0.05,?,?/?/?/?/?
@>169$errorrate$0.1,?,?/?/?/?/?
@>170$errorrate$0.15,?,?/?/?/?/?
@>171$errorrate$0.1,?,?/?/?/?/?
@>172$errorrate$0.1,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>174$errorrate$0.01,?,?/?/?/?/?
@>175$errorrate$0.1,?,?/?/?/?/?
@>176$errorrate$0.05,?,?/?/?/?/?
@>178$errorrate$0.01,?,?/?/?/?/?
@>179$errorrate$0.0,?,?/?/?/?/?
@>180$errorrate$0.01,?,?/?/?/?/?
@>181$errorrate$0.025,?,?/?/?/?/?
@>182$errorrate$0.05,?,?/?/?/?/?
@>183$2pointsRearrangement$NA,?,?/?/?/?/?
@>184$errorrate$0.01,?,?/?/?/?/?
@>185$errorrate$0.1,?,?/?/?/?/?
@>186$errorrate$0.025,?,?/?/?/?/?
@>187$errorrate$0.025,?,?/?/?/?/?
@>188$errorrate$0.005,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>190$errorrate$0.15,?,?/?/?/?/?
@>191$errorrate$0.15,?,?/?/?/?/?
@>192$errorrate$0.05,?,?/?/?/?/?
@>193$errorrate$0.05,?,?/?/?/?/?
@>194$errorrate$0.05,?,?/?/?/?/?
@>195$errorrate$0.15,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>197$errorrate$0.0,?,?/?/?/?/?
@>198$errorrate$0.0,?,?/?/?/?/?
@>199$errorrate$0.05,?,?/?/?/?/?
@>200$errorrate$0.01,?,?/?/?/?/?
@>201$errorrate$0.01,?,?/?/?/?/?
@>202$errorrate$0.01,?,?/?/?/?/?
@>203$errorrate$0.025,?,?/?/?/?/?
@>205$errorrate$0.025,?,?/?/?/?/?
@>207$errorrate$0.1,?,?/?/?/?/?
@>208$errorrate$0.05,?,?/?/?/?/?
@>209$errorrate$0.0,?,?/?/?/?/?
@>211$2pointsRearrangement$NA,?,?/?/?/?/?
@>212$errorrate$0.15,?,?/?/?/?/?
@>213$errorrate$0.0,?,?/?/?/?/?
@>214$errorrate$0.025,?,?/?/?/?/?
@>215$errorrate$0.15,?,?/?/?/?/?
@>216$errorrate$0.025,?,?/?/?/?/?
@>217$errorrate$0.15,?,?/?/?/?/?
@>218$errorrate$0.025,?,?/?/?/?/?
@>219$errorrate$0.01,?,?/?/?/?/?
@>220$errorrate$0.0,?,?/?/?/?/?
@>221$errorrate$0.15,?,?/?/?/?/?
@>222$errorrate$0.025,?,?/?/?/?/?
@>223$errorrate$0.1,?,?/?/?/?/?
@>224$errorrate$0.0,?,?/?/?/?/?
@>225$errorrate$0.05,?,?/?/?/?/?
@>226$errorrate$0.1,?,?/?/?/?/?
@>227$errorrate$0.005,?,?/?/?/?/?
@>228$errorrate$0.025,?,?/?/?/?/?
@>229$errorrate$0.005,?,?/?/?/?/?
@>230$errorrate$0.025,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>232$errorrate$0.025,?,?/?/?/?/?
@>233$errorrate$0.05,?,?/?/?/?/?
@>234$errorrate$0.025,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>236$errorrate$0.005,?,?/?/?/?/?
@>237$errorrate$0.025,?,?/?/?/?/?
@>239$errorrate$0.05,?,?/?/?/?/?
@>240$errorrate$0.1,?,?/?/?/?/?
@>241$errorrate$0.025,?,?/?/?/?/?
@>243$errorrate$0.005,?,?/?/?/?/?
@>244$errorrate$0.15,?,?/?/?/?/?
@>245$errorrate$0.005,?,?/?/?/?/?
@>246$errorrate$0.0,?,?/?/?/?/?
@>247$errorrate$0.01,?,?/?/?/?/?
@>248$errorrate$0.005,?,?/?/?/?/?
@>249$errorrate$0.025,?,?/?/?/?/?
@>250$errorrate$0.05,?,?/?/?/?/?
@>251$errorrate$0.0,?,?/?/?/?/?
@>252$errorrate$0.05,?,?/?/?/?/?
@>253$errorrate$0.15,?,?/?/?/?/?
@>254$errorrate$0.1,?,?/?/?/?/?
@>255$errorrate$0.1,?,?/?/?/?/?
@>256$errorrate$0.0,?,?/?/?/?/?
@>257$errorrate$0.05,?,?/?/?/?/?
@>258$errorrate$0.0,?,?/?/?/?/?
@>259$errorrate$0.025,?,?/?/?/?/?
@>260$errorrate$0.0,?,?/?/?/?/?
@>261$errorrate$0.005,?,?/?/?/?/?
@>262$errorrate$0.01,?,?/?/?/?/?
@>263$errorrate$0.01,?,?/?/?/?/?
@>264$errorrate$0.025,?,?/?/?/?/?
@>265$errorrate$0.05,?,?/?/?/?/?
@>266$2pointsRearrangement$NA,?,?/?/?/?/?
@>267$errorrate$0.005,?,?/?/?/?/?
@>268$errorrate$0.025,?,?/?/?/?/?
@>269$errorrate$0.0,?,?/?/?/?/?
@>270$errorrate$0.0,?,?/?/?/?/?
@>271$errorrate$0.01,?,?/?/?/?/?
@>272$errorrate$0.05,?,?/?/?/?/?
@>273$errorrate$0.1,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>275$errorrate$0.025,?,?/?/?/?/?
@randomSequence$randomSequence$NA,?,?/?/?/?/?
@>277$errorrate$0.0,?,?/?/?/?/?
@>278$2pointsRearrangement$NA,?,?/?/?/?/?
@>279$errorrate$0.0,?,?/?/?/?/?
@>280$errorrate$0.025,?,?/?/?/?/?
@>281$errorrate$0.0,?,?/?/?/?/?
@>282$2pointsRearrangement$NA,?,?/?/?/?/?
@>283$errorrate$0.05,?,?/?/?/?/?
@>284$errorrate$0.01,?,?/?/?/?/?
@>285$errorrate$0.15,?,?/?/?/?/?
@>286$errorrate$0.005,?,?/?/?/?/?
@>287$errorrate$0.0,?,?/?/?/?/?
@>288$errorrate$0.05,?,?/?/?/?/?
@>289$errorrate$0.01,?,?/?/?/?/?
@>290$errorrate$0.025,?,?/?/?/?/?
@>292$errorrate$0.005,?,?/?/?/?/?
